,x,y,z,label
0,0.0840457328957515,-2.9090761371790608,-2.525324694041489,1
1,0.02411235314149777,-2.9540622691853167,-2.5144283570704857,1
2,0.0840457328957515,-2.8820844579753078,-2.503532020099482,1
3,0.09603240884660225,-2.9630594955865677,-2.5144283570704857,1
4,0.12000576074830374,-2.936067816382814,-2.481739346157475,1
5,0.1319924366991545,-2.9630594955865677,-2.4926356831284786,1
6,0.03609902909234852,-2.9630594955865677,-2.525324694041489,1
7,0.108019084797453,-2.9720567219878187,-2.503532020099482,1
8,0.04808570504319926,-2.936067816382814,-2.5144283570704857,1
9,0.09603240884660225,-2.9540622691853167,-2.481739346157475,1
10,0.09603240884660225,-2.9090761371790608,-2.4381539982734606,1
11,0.1319924366991545,-2.927070589981563,-2.503532020099482,1
12,0.06007238099405001,-2.9540622691853167,-2.579806378896507,1
13,0.09603240884660225,-2.927070589981563,-2.5144283570704857,1
14,0.04808570504319926,-2.936067816382814,-2.5144283570704857,1
15,0.06007238099405001,-2.9090761371790608,-2.5144283570704857,1
16,0.07205905694490077,-2.927070589981563,-2.5144283570704857,1
17,0.14397911265000524,-2.9000789107778098,-2.4599466722154677,1
18,0.09603240884660225,-2.936067816382814,-2.481739346157475,1
19,0.09603240884660225,-2.98105394838907,-2.525324694041489,1
20,0.0840457328957515,-2.9630594955865677,-2.470843009186471,1
21,0.03609902909234852,-2.927070589981563,-2.525324694041489,1
22,0.108019084797453,-2.999048401191572,-2.525324694041489,1
23,0.00013900123979628033,-2.9450650427840652,-2.525324694041489,1
24,0.0840457328957515,-2.9000789107778098,-2.503532020099482,1
25,0.06007238099405001,-2.9630594955865677,-2.5144283570704857,1
26,0.04808570504319926,-2.9000789107778098,-2.6015990528385142,1
27,0.1319924366991545,-2.9090761371790608,-2.470843009186471,1
28,0.108019084797453,-2.9720567219878187,-2.525324694041489,1
29,0.1319924366991545,-2.8820844579753078,-2.525324694041489,1
30,0.04808570504319926,-2.918073363580312,-2.4926356831284786,1
31,0.07205905694490077,-2.936067816382814,-2.536221031012493,1
32,0.15596578860085597,-2.9540622691853167,-2.5689100419255038,1
33,0.09603240884660225,-2.936067816382814,-2.525324694041489,1
34,0.06007238099405001,-2.9540622691853167,-2.536221031012493,1
35,0.1319924366991545,-2.918073363580312,-2.503532020099482,1
36,0.09603240884660225,-2.927070589981563,-2.5471173679834966,1
37,0.03609902909234852,-2.918073363580312,-2.536221031012493,1
38,0.0840457328957515,-2.927070589981563,-2.503532020099482,1
39,0.07205905694490077,-2.990051174790321,-2.5471173679834966,1
40,0.03609902909234852,-2.936067816382814,-2.481739346157475,1
41,0.04808570504319926,-2.9540622691853167,-2.5471173679834966,1
42,0.06007238099405001,-2.9540622691853167,-2.4926356831284786,1
43,0.03609902909234852,-2.9450650427840652,-2.5471173679834966,1
44,0.12000576074830374,-2.98105394838907,-2.5144283570704857,1
45,0.0840457328957515,-2.9000789107778098,-2.525324694041489,1
46,0.12000576074830374,-2.936067816382814,-2.470843009186471,1
47,0.1319924366991545,-2.9090761371790608,-2.5471173679834966,1
48,0.12000576074830374,-2.936067816382814,-2.4599466722154677,1
49,0.04808570504319926,-2.9450650427840652,-2.536221031012493,1
50,0.09603240884660225,-2.918073363580312,-2.5144283570704857,1
51,0.12000576074830374,-2.918073363580312,-2.5144283570704857,1
52,0.12000576074830374,-2.9630594955865677,-2.5471173679834966,1
53,0.09603240884660225,-2.9450650427840652,-2.5471173679834966,1
54,0.12000576074830374,-2.9630594955865677,-2.5144283570704857,1
55,0.1319924366991545,-2.927070589981563,-2.5580137049545,1
56,0.09603240884660225,-2.9450650427840652,-2.5689100419255038,1
57,0.07205905694490077,-2.9000789107778098,-2.4926356831284786,1
58,0.1319924366991545,-2.927070589981563,-2.4926356831284786,1
59,0.07205905694490077,-2.9000789107778098,-2.503532020099482,1
60,0.0840457328957515,-2.9540622691853167,-2.470843009186471,1
61,0.04808570504319926,-2.927070589981563,-2.5144283570704857,1
62,0.07205905694490077,-2.9630594955865677,-2.4926356831284786,1
63,0.108019084797453,-2.927070589981563,-2.525324694041489,1
64,0.09603240884660225,-2.9090761371790608,-2.536221031012493,1
65,0.12000576074830374,-2.927070589981563,-2.5144283570704857,1
66,0.04808570504319926,-2.9450650427840652,-2.5580137049545,1
67,0.108019084797453,-2.927070589981563,-2.5580137049545,1
68,0.15596578860085597,-2.927070589981563,-2.536221031012493,1
69,0.09603240884660225,-2.990051174790321,-2.579806378896507,1
70,0.108019084797453,-2.999048401191572,-2.5144283570704857,1
71,0.06007238099405001,-2.927070589981563,-2.481739346157475,1
72,0.0840457328957515,-2.8910816843765588,-2.5144283570704857,1
73,0.04808570504319926,-2.999048401191572,-2.4926356831284786,1
74,0.07205905694490077,-2.918073363580312,-2.5471173679834966,1
75,0.14397911265000524,-2.9450650427840652,-2.525324694041489,1
76,0.12000576074830374,-2.9000789107778098,-2.481739346157475,1
77,0.09603240884660225,-2.98105394838907,-2.4926356831284786,1
78,0.04808570504319926,-2.9450650427840652,-2.481739346157475,1
79,0.12000576074830374,-2.918073363580312,-2.536221031012493,1
80,0.07205905694490077,-2.918073363580312,-2.503532020099482,1
81,0.07205905694490077,-2.9450650427840652,-2.6015990528385142,1
82,0.02411235314149777,-2.936067816382814,-2.525324694041489,1
83,0.09603240884660225,-2.9720567219878187,-2.481739346157475,1
84,0.108019084797453,-2.927070589981563,-2.590702715867511,1
85,0.14397911265000524,-2.9450650427840652,-2.536221031012493,1
86,0.09603240884660225,-2.918073363580312,-2.5689100419255038,1
87,0.12000576074830374,-2.936067816382814,-2.481739346157475,1
88,0.06007238099405001,-2.9630594955865677,-2.503532020099482,1
89,0.0840457328957515,-2.936067816382814,-2.525324694041489,1
90,0.06007238099405001,-2.9450650427840652,-2.470843009186471,1
91,0.07205905694490077,-2.927070589981563,-2.4926356831284786,1
92,0.108019084797453,-2.9000789107778098,-2.525324694041489,1
93,0.14397911265000524,-2.98105394838907,-2.503532020099482,1
94,0.02411235314149777,-2.9540622691853167,-2.525324694041489,1
95,0.09603240884660225,-2.9540622691853167,-2.5471173679834966,1
96,0.1319924366991545,-2.918073363580312,-2.525324694041489,1
97,0.06007238099405001,-2.8910816843765588,-2.470843009186471,1
98,0.04808570504319926,-2.98105394838907,-2.525324694041489,1
99,0.07205905694490077,-2.8820844579753078,-2.503532020099482,1
100,0.12000576074830374,-2.918073363580312,-2.503532020099482,1
101,0.108019084797453,-2.999048401191572,-2.5144283570704857,1
102,0.07205905694490077,-2.9450650427840652,-2.5580137049545,1
103,0.02411235314149777,-2.9630594955865677,-2.4381539982734606,1
104,0.06007238099405001,-2.9540622691853167,-2.470843009186471,1
105,0.108019084797453,-2.927070589981563,-2.4926356831284786,1
106,0.02411235314149777,-2.9450650427840652,-2.5580137049545,1
107,0.108019084797453,-2.927070589981563,-2.5471173679834966,1
108,0.12000576074830374,-2.9720567219878187,-2.536221031012493,1
109,0.07205905694490077,-2.9540622691853167,-2.525324694041489,1
110,0.07205905694490077,-2.927070589981563,-2.579806378896507,1
111,0.06007238099405001,-2.9090761371790608,-2.5144283570704857,1
112,0.09603240884660225,-2.927070589981563,-2.5471173679834966,1
113,0.04808570504319926,-2.990051174790321,-2.4926356831284786,1
114,0.06007238099405001,-2.927070589981563,-2.525324694041489,1
115,0.06007238099405001,-2.9450650427840652,-2.5144283570704857,1
116,0.12000576074830374,-2.9450650427840652,-2.525324694041489,1
117,0.108019084797453,-2.9630594955865677,-2.503532020099482,1
118,0.0840457328957515,-2.936067816382814,-2.5144283570704857,1
119,0.09603240884660225,-2.9450650427840652,-2.470843009186471,1
120,0.02411235314149777,-2.9450650427840652,-2.4599466722154677,1
121,0.07205905694490077,-2.9450650427840652,-2.5144283570704857,1
122,0.12000576074830374,-2.9630594955865677,-2.5580137049545,1
123,0.09603240884660225,-2.927070589981563,-2.5144283570704857,1
124,0.012125677190647027,-2.927070589981563,-2.525324694041489,1
125,0.07205905694490077,-2.936067816382814,-2.536221031012493,1
126,0.07205905694490077,-2.9450650427840652,-2.5144283570704857,1
127,0.04808570504319926,-2.9630594955865677,-2.5580137049545,1
128,0.108019084797453,-2.9450650427840652,-2.449050335244464,1
129,0.06007238099405001,-2.9540622691853167,-2.536221031012493,1
130,0.09603240884660225,-2.98105394838907,-2.5471173679834966,1
131,0.108019084797453,-2.9540622691853167,-2.525324694041489,1
132,0.0840457328957515,-2.9720567219878187,-2.5580137049545,1
133,0.09603240884660225,-2.927070589981563,-2.4926356831284786,1
134,0.108019084797453,-2.9630594955865677,-2.525324694041489,1
135,0.09603240884660225,-2.927070589981563,-2.5144283570704857,1
136,0.09603240884660225,-2.936067816382814,-2.5580137049545,1
137,0.012125677190647027,-2.9090761371790608,-2.5580137049545,1
138,0.15596578860085597,-2.936067816382814,-2.481739346157475,1
139,0.0840457328957515,-2.9720567219878187,-2.525324694041489,1
140,0.04808570504319926,-2.8550927787715543,-2.4926356831284786,1
141,0.0840457328957515,-2.999048401191572,-2.4926356831284786,1
142,0.04808570504319926,-2.9450650427840652,-2.536221031012493,1
143,0.03609902909234852,-2.9720567219878187,-2.525324694041489,1
144,0.07205905694490077,-2.9450650427840652,-2.525324694041489,1
145,0.1319924366991545,-2.9450650427840652,-2.4926356831284786,1
146,0.02411235314149777,-2.9540622691853167,-2.5580137049545,1
147,0.09603240884660225,-2.9540622691853167,-2.503532020099482,1
148,0.06007238099405001,-2.927070589981563,-2.525324694041489,1
149,0.108019084797453,-2.9630594955865677,-2.536221031012493,1
150,0.06007238099405001,-2.9000789107778098,-2.5144283570704857,1
