,x,y,z,label
0,-1.1410001194108612,-2.657539648309628,-2.113735143707999,0
1,-1.1747152777694494,-2.587826621910467,-2.0303809794824907,0
2,-1.0960465749327435,-2.657539648309628,-2.0682692359486308,0
3,-1.0848081888132142,-2.6749679049094186,-2.0379586307757185,0
4,-1.1297617332913317,-2.640111391709838,-2.0228033281892626,0
5,-1.16347689164992,-2.701110289809104,-2.075846887241859,0
6,-1.1297617332913317,-2.692396161509209,-2.098579841121543,0
7,-1.1297617332913317,-2.6226831351100475,-2.091002189828315,0
8,-1.1297617332913317,-2.596540750210362,-2.053113933362175,0
9,-1.1747152777694494,-2.683682033209314,-2.075846887241859,0
10,-1.107284961052273,-2.605254878510257,-2.1288904462944553,0
11,-1.16347689164992,-2.640111391709838,-2.0682692359486308,0
12,-1.185953663888979,-2.648825520009733,-2.0606915846554026,0
13,-1.0848081888132142,-2.5791124936105714,-2.0682692359486308,0
14,-1.1410001194108612,-2.640111391709838,-2.075846887241859,0
15,-1.1522385055303905,-2.640111391709838,-2.075846887241859,0
16,-1.1297617332913317,-2.692396161509209,-2.0682692359486308,0
17,-1.1185233471718024,-2.6139690068101524,-2.0379586307757185,0
18,-1.1297617332913317,-2.605254878510257,-2.0682692359486308,0
19,-1.1410001194108612,-2.657539648309628,-2.0228033281892626,0
20,-1.1185233471718024,-2.640111391709838,-2.0000703743095785,0
21,-1.1971920500085083,-2.6313972634099425,-2.0682692359486308,0
22,-1.16347689164992,-2.692396161509209,-2.053113933362175,0
23,-1.185953663888979,-2.6313972634099425,-2.0152256768960344,0
24,-1.1522385055303905,-2.6313972634099425,-2.1061574924147712,0
25,-1.16347689164992,-2.6226831351100475,-2.0152256768960344,0
26,-1.16347689164992,-2.6226831351100475,-2.091002189828315,0
27,-1.1522385055303905,-2.6226831351100475,-2.075846887241859,0
28,-1.16347689164992,-2.6313972634099425,-2.0228033281892626,0
29,-1.1185233471718024,-2.6226831351100475,-2.0834245385350867,0
30,-1.1185233471718024,-2.657539648309628,-2.053113933362175,0
31,-1.2309072083670967,-2.657539648309628,-2.053113933362175,0
32,-1.1410001194108612,-2.596540750210362,-2.0228033281892626,0
