,x,y,z,label
0,-1.3805317323019481,-2.294700107716996,-2.293068815652007,0
1,-1.3805317323019481,-2.2580150616643215,-2.2296729213410726,0
2,-1.3444784441525963,-2.2653520708748562,-2.269295355285407,0
3,-1.3084251560032445,-2.2726890800853914,-2.2534463817076733,0
4,-1.2843896305703433,-2.280026089295926,-2.1979749741856054,0
5,-1.3444784441525963,-2.2580150616643215,-2.2375974081299397,0
6,-1.4286027831677506,-2.302037116927531,-2.2455218949188063,0
7,-1.4406205458842012,-2.2873630985064612,-2.2455218949188063,0
8,-1.3805317323019481,-2.2726890800853914,-2.300993302440874,0
9,-1.2843896305703433,-2.2360040340327165,-2.213823947763339,0
10,-1.3925494950183988,-2.280026089295926,-2.293068815652007,0
11,-1.320442918719695,-2.280026089295926,-2.293068815652007,0
12,-1.3685139695854975,-2.2873630985064612,-2.2375974081299397,0
13,-1.2964073932867939,-2.2580150616643215,-2.2296729213410726,0
14,-1.3324606814361457,-2.302037116927531,-2.2455218949188063,0
15,-1.3925494950183988,-2.2653520708748562,-2.205899460974472,0
16,-1.3925494950183988,-2.280026089295926,-2.269295355285407,0
17,-1.3805317323019481,-2.2873630985064612,-2.2772198420742735,0
18,-1.356496206869047,-2.2726890800853914,-2.26137086849654,0
19,-1.4165850204513,-2.280026089295926,-2.2455218949188063,0
20,-1.356496206869047,-2.294700107716996,-2.2375974081299397,0
21,-1.320442918719695,-2.2873630985064612,-2.2455218949188063,0
22,-1.3444784441525963,-2.280026089295926,-2.269295355285407,0
23,-1.3685139695854975,-2.2580150616643215,-2.2772198420742735,0
24,-1.3084251560032445,-2.2873630985064612,-2.2217484345522056,0
25,-1.3444784441525963,-2.2873630985064612,-2.2851443288631406,0
26,-1.3805317323019481,-2.2726890800853914,-2.2534463817076733,0
27,-1.3925494950183988,-2.2653520708748562,-2.2534463817076733,0
28,-1.320442918719695,-2.2873630985064612,-2.2455218949188063,0
29,-1.3925494950183988,-2.2653520708748562,-2.213823947763339,0
